Metric,Scenario,Simulation Number,Timestep Number,Value
Electricity price,base_miningSiteExplorationProbability_0.5,0,52,0.01703990723469651
Material price,base_miningSiteExplorationProbability_0.5,0,52,0.10800567223396586
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,52,
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,52,2778.915307447881
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,52,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,52,13.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,52,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,52,7.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,52,0.024452340567397618
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,52,87.0458434305782
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,52,0.3449850012286398
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,53,5.127543782567318
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,53,0.03155440538411306
Final good output,base_miningSiteExplorationProbability_0.5,0,53,162.02178346778567
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,53,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,53,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,53,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,53,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,53,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,53,0.01721199638366403
Material price,base_miningSiteExplorationProbability_0.5,0,53,0.18912654960880093
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,53,0.10461091765353708
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,53,2756.609826780486
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,53,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,53,13.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,53,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,53,7.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,53,2.2102301553508386
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,53,87.0458434305782
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,53,0.3506291338137996
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,54,6.540372703971709
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,54,0.033395454661224844
Final good output,base_miningSiteExplorationProbability_0.5,0,54,205.5857223750762
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,54,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,54,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,54,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,54,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,54,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,54,0.02035199877171947
Material price,base_miningSiteExplorationProbability_0.5,0,54,0.13662539866326398
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,54,0.11750259656468637
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,54,2738.545845981362
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,54,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,54,13.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,54,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,54,7.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,54,2.022660682709467
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,54,88.16544904093438
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,54,0.335300955185127
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,55,6.299349998595794
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,55,0.03346030364455373
Final good output,base_miningSiteExplorationProbability_0.5,0,55,128.1144126880808
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,55,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,55,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,55,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,55,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,55,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,55,0.0166186734049643
Material price,base_miningSiteExplorationProbability_0.5,0,55,0.1254399425692062
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,55,0.12263102763588225
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,55,13088.068419186387
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,55,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,55,14.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,55,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,55,8.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,55,0.690449307423735
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,55,90.93115942657668
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,55,0.33697294236307074
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,56,5.240726176120371
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,56,0.03449700960221628
Final good output,base_miningSiteExplorationProbability_0.5,0,56,128.1144126880808
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,56,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,56,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,56,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,56,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,56,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,56,0.016618673404964302
Material price,base_miningSiteExplorationProbability_0.5,0,56,0.17908172214101353
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,56,0.2700360921387311
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,56,13205.857279286449
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,56,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,56,14.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,56,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,56,8.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,56,8.95801191905496
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,56,91.07773972003122
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,56,0.33788436465415156
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,57,10.550524914803324
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,57,0.037211227627221344
Final good output,base_miningSiteExplorationProbability_0.5,0,57,128.1144126880808
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,57,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,57,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,57,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,57,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,57,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,57,0.0166186734049643
Material price,base_miningSiteExplorationProbability_0.5,0,57,0.16161336163309115
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,57,0.1530182719935922
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,57,13200.285511581651
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,57,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,57,16.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,57,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,57,10.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,57,1.7592842637983206
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,57,96.13279539012211
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,57,0.3317528523196376
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,58,6.610195158740654
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,58,0.03322856905313891
Final good output,base_miningSiteExplorationProbability_0.5,0,58,128.1144126880808
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,58,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,58,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,58,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,58,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,58,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,58,0.0166186734049643
Material price,base_miningSiteExplorationProbability_0.5,0,58,0.20466206796433234
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,58,0.12071212832562563
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,58,13323.172631200823
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,58,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,58,18.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,58,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,58,12.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,58,2.7746705781868073
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,58,100.91453240108495
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,58,0.3420660923782216
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,59,7.779369110579635
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,59,0.027877196954514016
Final good output,base_miningSiteExplorationProbability_0.5,0,59,128.1144126880808
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,59,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,59,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,59,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,59,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,59,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,59,0.0166186734049643
Material price,base_miningSiteExplorationProbability_0.5,0,59,0.1576663898023238
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,59,0.11383745853904016
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,59,13424.467706934116
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,59,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,59,18.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,59,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,59,12.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,59,8.25110724211128
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,59,102.0084885897212
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,59,0.34943340420332586
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,60,11.429568195832472
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,60,0.030238209683335
Final good output,base_miningSiteExplorationProbability_0.5,0,60,178.84961284765248
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,60,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,60,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,60,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,60,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,60,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,60,0.02298536898183107
Material price,base_miningSiteExplorationProbability_0.5,0,60,0.12337748222836818
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,60,0.12325395910666007
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,60,13415.296051538286
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,60,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,60,18.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,60,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,60,12.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,60,1.1256356321830643
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,60,102.73277458834883
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,60,0.3529782083902564
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,61,7.678053685881741
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,61,0.04288302257485807
Final good output,base_miningSiteExplorationProbability_0.5,0,61,285.87586657901886
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,61,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,61,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,61,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,61,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,61,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,61,0.019247044907681324
Material price,base_miningSiteExplorationProbability_0.5,0,61,0.11773635011809838
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,61,0.15601030300274396
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,61,13363.931502924765
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,61,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,61,18.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,61,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,61,12.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,61,7.0743547880849365
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,61,102.73277458834883
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,61,0.36037951810137187
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,62,11.476827990062375
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,62,0.028551419573915462
Final good output,base_miningSiteExplorationProbability_0.5,0,62,347.15541326338143
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,62,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,62,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,62,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,62,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,62,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,62,0.018144322422495324
Material price,base_miningSiteExplorationProbability_0.5,0,62,0.11682992307728111
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,62,0.11087899598892334
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,62,13433.70482204086
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,62,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,62,18.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,62,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,62,12.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,62,3.1478610575440906
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,62,102.92204493223734
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,62,0.3605946910136998
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,63,9.289478488615044
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,63,0.02778029198817991
Final good output,base_miningSiteExplorationProbability_0.5,0,63,374.1989535482882
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,63,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,63,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,63,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,63,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,63,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,63,0.01729338706492115
Material price,base_miningSiteExplorationProbability_0.5,0,63,0.1311509136275705
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,63,0.14470051774004933
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,63,13382.891980346756
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,63,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,63,18.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,63,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,63,12.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,63,6.416105924880349
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,63,102.92204493223734
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,63,0.36113358011926755
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,64,11.271518437637829
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,64,0.026242419528999382
Final good output,base_miningSiteExplorationProbability_0.5,0,64,400.67774169008925
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,64,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,64,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,64,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,64,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,64,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,64,0.0171684236260973
Material price,base_miningSiteExplorationProbability_0.5,0,64,0.15013295699995466
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,64,0.18202917584995382
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,64,13504.735509214508
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,64,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,64,18.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,64,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,64,12.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,64,4.365543783686863
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,64,103.02087659035347
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,64,0.3670356251091294
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,65,9.9468888693438
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,65,0.02582596624551469
Final good output,base_miningSiteExplorationProbability_0.5,0,65,367.66684714706554
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,65,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,65,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,65,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,65,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,65,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,65,0.017379621215651377
Material price,base_miningSiteExplorationProbability_0.5,0,65,0.15208424148940677
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,65,0.1929087998903206
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,65,13499.729631070537
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,65,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,65,18.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,65,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,65,12.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,65,0.9812835863149404
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,65,103.02087659035347
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,65,0.36671772997453905
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,66,7.734995319018797
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,66,0.02751581905180037
Final good output,base_miningSiteExplorationProbability_0.5,0,66,316.2375359538888
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,66,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,66,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,66,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,66,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,66,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,66,0.017348938443308586
Material price,base_miningSiteExplorationProbability_0.5,0,66,0.15162950132601344
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,66,0.19395810994016344
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,66,13477.456464855508
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,66,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,66,18.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,66,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,66,12.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,66,4.035086482272631
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,66,103.27573468613997
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,66,0.372200584850849
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,67,9.24784183099899
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,67,0.03127636729614337
Final good output,base_miningSiteExplorationProbability_0.5,0,67,326.0664576735429
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,67,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,67,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,67,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,67,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,67,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,67,0.017321404022362295
Material price,base_miningSiteExplorationProbability_0.5,0,67,0.1775431833266319
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,67,0.24497541392932876
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,67,13582.114256317815
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,67,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,67,18.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,67,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,67,12.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,67,8.62387609876405
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,67,103.30637161155472
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,67,0.375747434252205
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,68,12.073167533987336
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,68,0.03167074633902397
Final good output,base_miningSiteExplorationProbability_0.5,0,68,404.0278378610926
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,68,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,68,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,68,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,68,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,68,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,68,0.017437618036993813
Material price,base_miningSiteExplorationProbability_0.5,0,68,0.1756495407491583
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,68,
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,68,13704.689532787299
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,68,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,68,18.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,68,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,68,12.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,68,0.02085685891619562
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,68,103.58301564383612
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,68,0.3759880831729775
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,69,6.55676817408105
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,69,0.029034717200808302
Final good output,base_miningSiteExplorationProbability_0.5,0,69,263.97760439242757
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,69,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,69,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,69,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,69,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,69,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,69,0.017348677199348777
Material price,base_miningSiteExplorationProbability_0.5,0,69,0.21571667181617016
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,69,0.20491661227737937
Total ore reserves,base_miningSiteExplorationProbability_0.5,0,69,13682.120373187858
Material inventory of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,69,0.0
Cumulative number of bankruptcies,base_miningSiteExplorationProbability_0.5,0,69,18.0
Cumulative number of bankrupt material firms,base_miningSiteExplorationProbability_0.5,0,69,4.0
Cumulative number of bankrupt final good firms,base_miningSiteExplorationProbability_0.5,0,69,12.0
Total household dividend income,base_miningSiteExplorationProbability_0.5,0,69,6.576138043343628
Total NPL balance,base_miningSiteExplorationProbability_0.5,0,69,103.76841574241872
Commercial bank loan-to-deposit-ratio,base_miningSiteExplorationProbability_0.5,0,69,0.37885084128494334
Total consumption budget,base_miningSiteExplorationProbability_0.5,0,70,10.366785582349978
Weighted average sell price of final good,base_miningSiteExplorationProbability_0.5,0,70,0.03173710451036124
Final good output,base_miningSiteExplorationProbability_0.5,0,70,322.693648984303
Renewable Energy market share,base_miningSiteExplorationProbability_0.5,0,70,1.0
Final good capital productivity,base_miningSiteExplorationProbability_0.5,0,70,2.30475166114437
Renewable Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,70,2.0
Fossil Fuel Energy capital productivity,base_miningSiteExplorationProbability_0.5,0,70,2.0
Material capital productivity,base_miningSiteExplorationProbability_0.5,0,70,2.0
Electricity price,base_miningSiteExplorationProbability_0.5,0,70,0.017362859241874348
Material price,base_miningSiteExplorationProbability_0.5,0,70,0.19607597316193615
Average ore extraction cost,base_miningSiteExplorationProbability_0.5,0,70,0.044505836492041935
